nv,in_exp,out_exp,density,mutuality,p,accuracy,moran_probability,mu.-2.-2,mu.-2.-1,mu.-2.0,mu.-2.1,mu.-2.2,mu.-1.-2,mu.-1.-1,mu.-1.0,mu.-1.1,mu.-1.2,mu.0.-2,mu.0.-1,mu.0.1,mu.0.2,mu.1.-2,mu.1.-1,mu.1.0,mu.1.1,mu.1.2,mu.2.-2,mu.2.-1,mu.2.0,mu.2.1,mu.2.2
40,1.2,1.1,0.0474359,0.0405405,0.13684,0.00794217,0.16678,0.368128,0.433315,0.606514,1.11581,2.78474,0.430815,0.508611,0.714167,1.31167,3.23583,0.586069,0.700833,1.85,4.5,1.00864,1.24667,1.85,3.5,8.4,2.29163,2.9925,4.7,9.15,21.65
